"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"           1","15883.843914","33859.979606","13764.906929","DebtCon","Office","0.8144658146","           0","           0","160.05823642","           1","          21","34.355460775"
"           0","       23800","12069.418356","      186176","","Other","          10","           0","           0","363.14019166","           1","          16"," 30.27099531"
"           0","       23800","           .","53563.768018","HomeImp","Office","3.7409932752","           0","           0","119.71195475","           2","           5","19.624527791"
"           0","       23800","       76390","79218.097593","DebtCon","Mgr","0.9343931824","           0","           0","275.95535624","           2","          29","29.713601037"
"           0","       23800","5906.4436905","58315.012917","DebtCon","Other","2.4538231094","           0","           0","77.228821947","           1","          19","  35.5214873"
"           1","12025.345902","       19612","77288.409627","DebtCon","ProfExe","3.8113895286","           0","           6","173.46666667","           0","          19","           ."
"           0","11889.115238","181495.76315"," 145499.6263","DebtCon","ProfExe","           2","           0","           0","307.57275263","           1","          27","36.690724403"
"           1","       23800","54045.795896","28740.773988","HomeImp","Other","           1","           0","           0","56.667099395","           0","          13","64.775727757"
"           0","       23800","        9124","       41900","DebtCon","Other","25.956936703","           0","           2","120.73333333","           1","          16","           ."
"           0","       23800","1922.4118771","16625.735164","DebtCon","Other","           8","           0","           0","59.405775058","           1","          18","35.696636225"
"           1","       23800","           .","       55669","DebtCon","Other","           .","           0","           1","308.42512578","           0","          18","37.654075235"
"           0","       23800","      101536","      147601","HomeImp","ProfExe","          10","           0","           0","161.25574183","           1","          23","32.719421241"
"           0","13398.521712","       44372","       67279","DebtCon","Other"," 3.572688937","           0","           0","75.813971337","           2","          19","36.529569478"
"           1","       23900","        7500","       26500","DebtCon","Other","13.932262724","           3","           0","126.83333333","           2","          19","           ."
"           1","       23900","208178.93938","      267036","HomeImp","Self","0.7475185957","           0","           0","252.07354491","           1","          50","38.074090593"
"           0","18380.338196","           .","       63096","DebtCon","Other","           .","           0","           0","313.80972585","           0","          19","37.513324048"
"           0","       23900","       21549","       49842","DebtCon","Other","          25","           0","           0","300.29631253","           .","          12","30.203989283"
"           0","3256.9691501","42595.158557","      136094","DebtCon","ProfExe","           .","           0","           1","207.78427098","           0","          21","30.549215834"
"           0","       23900","       70694","       95718","HomeImp","Office","0.8807512749","           0","           0","138.16735959","           0","          13","38.561206281"
"           0","5910.0719726","451.50295587","       31196","DebtCon","Other","11.716544412","           2","           0","123.36864612","           1","          19"," 26.71625685"
"           0","       23900","       95060"," 215.1519323","DebtCon","ProfExe","           .","           0","           0","194.25100609","           0","          20","27.157061267"
"           0","18276.142462","       31992","       57986","DebtCon","Other","           .","           0","           0","226.24324322","           0","          12"," 38.67184311"
"           1","8125.5617171","           .","      105700","DebtCon","Other","         0.8","           .","           .","           .","           .","           .","           ."
"           0","15010.991592","52979.310951","9078.2191675","DebtCon","Other","16.753014488","           0","           0","211.92327535","           0","          13","41.494839796"
"           0","540.23688703","       27800","38845.814855","DebtCon","Other"," 5.182441881","           0","           0","307.62423878","           .","          12","31.913704682"
"           0","       23900"," 38631.41098","      100730","HomeImp","","           9","           .","           .","           .","           .","           .","29.508517268"
"           0","       23900","       90244","80658.842591","DebtCon","Self","           3","           0","           0","194.98725245","           1","          26","35.406059646"
"           1","       23900","       55284","       92305","DebtCon","Other","           7","           0","           0","241.08364933","           1","          19","37.479757124"
"           1","9942.6741465","           .","       62276","DebtCon","Other","          26","           0","           0","127.02462497","           0","           8","20.407825584"
"           0","10598.200603","      140328"," 77037.51201","HomeImp","Mgr","           8","           0","           0","322.78811436","           0","          17","45.413177555"
"           0","       23900","14695.681967","      116559","DebtCon","Mgr"," 12.22977531","           .","           0","314.39449343","           0","          42"," 37.98813172"
"           0","19558.114736","           .","      151738","","","           .","           .","           .","           .","           .","           .","16.426394706"
"           0","  3147.89818","       43427","       68308","DebtCon","Other","          25","           0","           0","302.77226199","           2","          31","34.871855162"
"           0","       24000","       96072","  58428.3159","HomeImp","Mgr","          10","           0","           0","  127.741782","           1","          24","33.608037305"
"           0","6115.2115642","11818.165362"," 27147.75394","HomeImp","Self","           3","           1","           .","135.19851865","           .","          11","25.357164928"
"           0"," 17016.78513","      144975","      180539","DebtCon","ProfExe","4.7189304906","           .","           ."," 193.1196811","           5","          43","39.593595223"
"           1","       24000","3260.5073228","       86111","HomeImp","Other","11.596116012","           0","           0","258.30359386","           0","           7"," 26.61774876"
"           0","       24000","       88783","      116967","DebtCon","Self","           2","           0","           0","171.50625674","           5","          23","56.961838569"
"           1","9040.2775635","       19500","       38000","DebtCon","Other","           .","           0","           1","       198.9","           .","          17","           ."
"           0","10801.238531","14891.625469","       45000","DebtCon","Other","23.816096619","           0","           0","118.66666667","           1","          11","           ."
"           0","       24000","125506.15493"," 163915.2294","HomeImp","ProfExe","4.4315411125","           0","           0","       189.7","           1","          28","           ."
"           0","       24000","      114196","      150000","DebtCon","Mgr","3.7562712169","           0","           0","289.13333333","           0","          25","           ."
"           0","2526.6962138"," 45871.29544","67761.339119","DebtCon","Other","          16","           0","           0","97.933333333","           1","          17","           ."
"           0"," 13657.11639","       35000","           .","DebtCon","Self","           3","           1","           0","       177.5","           0","          16","           ."
"           0","       24000","      136000","           .","DebtCon","ProfExe","0.2424246237","           1","           6","303.29428571","           1","          27","           ."
"           1","1903.7396917","       18655","       48800","HomeImp","Other","1.3258872523","           0","           0","65.966666667","           3","          12","           ."
"           0","       24000","172219.04297","      266430","HomeImp","Self","           7","           0","           0","243.73241747","           3","          50","35.871958946"
"           0","       24000","39074.774597","89690.416982","DebtCon","Mgr","          15","           0","           0","185.80205049","           0","          25"," 32.22967397"
"           0","       24000","       17575","       50375","DebtCon","Other","18.052242583","           0","           0","135.76405083","           0","          11","22.981005101"
"           0","       24100","163366.09709","88528.615145","HomeImp","Self","           2","           .","           .","           .","           .","           .","31.564226916"
"           0","       24100","51610.874211","       92081","DebtCon","Other","1.1722635111","           0","           0","230.05972968","           0","          19","35.896708642"
"           0","728.94090667","       77435","      113000","DebtCon","ProfExe","          10","           0","           1","124.76666667","           0","          19","           ."
"           1","       24100","26497.214311","31992.242934","DebtCon","Mgr","9.3536839859","           0","           4","        36.5","           0","          12","           ."
"           0","       24100","92960.313278","81621.846311","DebtCon","ProfExe","0.9977236628","           0","           0","317.69255678","           0","          26","37.782036284"
"           0","12792.108209","       61811","       97086","DebtCon","Other","           6","           0","           0","222.62659082","           1","          19"," 34.68253701"
"           0","       24100","50757.335163","      102098","DebtCon","Other","7.2990750192","           1","           0","196.25310409","           1","          12","39.758932499"
"           0","       24100","      104442","4998.9031442","DebtCon","Mgr","9.2810373666","           0","           0","195.64233318","           0","          25","34.540809522"
"           0","       24100","56673.957958","67183.121741","DebtCon","Other","1.3407780972","           0","           0","243.34973257","           0","          28","39.082696629"
"           0","       24100","52561.001027","       90732","DebtCon","Other","           8","           0","           0","236.96199248","           1","          19","37.934877857"
"           0","4117.6845788","           .","10116.230949","DebtCon","Other","           .","           .","           .","83.099726126","           .","          13","26.148970181"
"           0","       24200"," 5613.820568","           .","DebtCon","Other","14.639525449","           0","           1","216.13333333","           4","          32","           ."
"           1","667.90518512","       45902","25030.385944","DebtCon","Other","21.063386752","           0","           0","303.76246947","           3","          32","35.223861623"
"           0","       24200","72380.810847"," 11366.31301","DebtCon","ProfExe","2.1887207549","           1","           0","163.17437719","           0","          25","42.060981767"
"           0","       24200","       92572","      121310","HomeImp","Mgr","           9","           0","           0","117.04550066","           1","          24","30.482780029"
"           0","3534.7455949","98687.867508","      266670","HomeImp","Self","           6","           1","           0","243.00312872","           3","          51","36.575387744"
"           1","17608.813783","       49798","       67458","DebtCon","Other","           6","           0","           0","68.931110225","           2","          18"," 36.46436586"
"           1"," 15595.37283","51914.453828","58315.396003","DebtCon","Self","          13","           1","           1","151.93333333","           1","          35","           ."
"           1","       24200","29077.070709","           .","","ProfExe","0.7537767462","           0","           0","       123.8","           0","          14","           ."
"           1","15635.655674","       39808","           .","DebtCon","Self","0.1807971737","           1","           0","184.72511268","           0","          16","51.630380591"
"           0","       24200","       68477","       91598","DebtCon","Other"," 1.792881214","           0","           0","88.665201262","           0","          17","32.523092223"
"           0","       24200","       22763","9394.5581239","DebtCon","Other","          23","           0","           0","126.92269121","           1","          10","23.040944709"
"           0","       24200","12646.034592","78563.990365","DebtCon","Other","8.7697035278","           0","           0","84.668791549","           0","          16","35.604886706"
"           0","5828.8116482","20962.893585","      183208","DebtCon","Other","0.5907668563","           0","           0","205.77680196","           0","          34","39.656334058"
"           0","23795.566453"," 78091.56935","31682.564423","DebtCon","Self","1.9870760664","           0","           0","226.11638661","           1","          27","34.499938365"
"           0","       24200","      104005","81997.659822","DebtCon","Mgr","5.4535430183","           0","           0","175.62208285","           0","          25","33.992424446"
"           0","       24300","58827.933557","79959.008205","DebtCon","ProfExe","           6","           0","           0","323.66666667","           0","          35","           ."
"           0","       24300","       70912","       98353","DebtCon","ProfExe","3.7204046611","           1","           0"," 126.2435974","           3","          26","36.372531415"
"           0"," 10976.67842","1990.2873548","       68199","DebtCon","Other","2.6345479501","           0","           0","  71.1819889","           1","          19","36.496201084"
"           0","22860.573566","70585.336214","      137241","DebtCon","ProfExe","           .","           0","           0","199.76356315","           0","          20","27.471559692"
"           1","22766.441665","24688.303527","15060.700455","DebtCon","Other","2.5487329455","           0","           1","298.18590413","           2","          32","36.155277517"
"           0","872.47345907","14838.175124","      138581","DebtCon","Mgr","           9","           2","           0","175.15368945","           4","          17","40.348885329"
"           1","       24300","      236390","245612.53849","HomeImp","Self","0.7083315368","           0","           0","243.07790007","           2","          50","36.906664969"
"           0","13983.920136","           .","      144123","","","           .","           .","           .","           .","           .","           .","15.529230143"
"           0","       24300","4042.6897083","       98320","DebtCon","ProfExe","           1","           0","           0","187.02181081","           0","          26","33.473373585"
"           0","       24300","20095.943212","       48475","DebtCon","Other","          26","           0","           0","102.78283553","           0","          10","23.247958281"
"           0","7219.2690005","37357.877841","      153184","DebtCon","Mgr","           4","           0","           0","298.28291333","           0","          25","36.336564389"
"           0","  14713.9687","           .","13052.752446","DebtCon","Other","3.7949441382","           0","           0","145.29273612","           0","           9","22.984818991"
"           1","       24300","       42276","       68775","DebtCon","Other","          24","           0","           0","309.68358561","           2","          31","32.746506891"
"           0","       24400"," 76193.87781","      145000","DebtCon","Office","           5","           .","           .","293.23652482","           2","          36","           ."
"           1","       24400","30705.518441","51796.008063","DebtCon","Mgr","10.519906177","           0","           2","       229.3","           7","          36","           ."
"           1","       24400","       88000","87131.750823","HomeImp","Other"," 8.759398362","           0","           0","84.233333333","           5","          19","           ."
"           0","       24400"," 3713.905846","      261393","HomeImp","Self","           3","           1","           0","254.51744803","           2","          50"," 37.90658567"
"           0","       24400","6180.4876934","21328.398816","DebtCon","Other","12.260143313","           0","           6"," 225.7525542","           0","          29","           ."
"           0","       24400","       50317"," 51695.04766","DebtCon","Other","           6","           0","           0","45.485801767","           1","          18","37.014140786"
"           0","18817.171292","       87838","49643.523325","HomeImp","","1.8848511427","           .","           .","           .","           .","           .","30.280354844"
"           0","       24400","      119111","      154860","DebtCon","Mgr","1.9007197213","           0","           0","296.93039006","           0","          25","38.493132607"
"           0"," 3491.650943","      147073","      182069","DebtCon","Other","0.3448895255","           0","           0","173.71494662","           0","          35"," 37.81236793"
"           0","20142.352803","18299.024246"," 32680.49476","DebtCon","Other","          13","           0","           0","101.63623493","           2","          24","29.095881268"
"           0","1067.8099414","           .","       59888","DebtCon","Other","           .","           0","           0"," 288.2296811","           0","          19","38.581332837"
"           0","       24400","           .","21694.752432","HomeImp","Other","          24","           0","           0","81.166666667","           2","          15","           ."
"           0","13803.055525","2877.0592244","      158257","DebtCon","Mgr"," 0.324808099","           0","           0","193.96528716","           0","          25","34.594492544"
"           0","9141.6920449","26170.522787","64550.247822","HomeImp","ProfExe","           6","           0","           0","177.51124938","           0","          32","31.027335916"
"           0"," 19684.30939","41562.003871","37891.207305","DebtCon","Other","          15","           0","           0","80.098690968","           1","          17","35.442946765"
"           1","       24400"," 73500.18162","      147837","DebtCon","ProfExe","10.738747577","           0","           0","170.05674853","           0","          24","42.668454647"
"           0","18126.997942","       80065","59123.952587","DebtCon","ProfExe","5.7705493484","           0","           1","126.54274617","           0","          18","26.273908099"
"           0","       24400","       61260","66241.430968","DebtCon","ProfExe","           1","           0","           0"," 179.5402847","           0","          26","33.590455142"
"           0","17506.253284","      217533","214564.90154","HomeImp","ProfExe","           6","           .","           3","471.88752664","           .","          55","31.337807889"
"           1","       24400","      112178","      159638","DebtCon","Mgr","          17","           0","           0","197.96955851","           0","          26","33.130175892"
"           1","       24400","75256.656938","      123377","DebtCon","Self","1.4202947269","           0","           0","201.97675616","           1","          26","32.903468132"
"           0","13273.961533","2763.4842579","55976.167931","DebtCon","Other","4.4646563458","           0","           0","99.376132515","           1","          24","28.495004812"
"           0","       24500","           .","      149489","","","           .","           .","           .","           .","           .","           .","15.443486052"
"           0","       24500","       21470","       52228","DebtCon","Other","1.0572880162","           0","           0","124.55994931","           0","          11","23.888121681"
"           0","       24500","40293.956942","      107559","DebtCon","Other","0.0929413001","           0","           0","194.87746019","           0","          12","39.210169634"
"           0","       24500","61737.550316","      158758","DebtCon","Mgr","1.4240578736","           0","           0","282.64992165","           0","          24","38.844801954"
"           0","20201.368795","       69615","       94656","DebtCon","ProfExe","           7","           0","           1","136.55562165","           3","          26","35.565296678"
"           0","11057.177933","98572.537168","152193.90791","DebtCon","Other","2.7454778798","           1","           0","219.16757792","           0","          20","34.986140572"
"           0","8550.7913691","       67336","65581.949118","DebtCon","ProfExe","           8","           0","           1","142.34424975","           3","          25","35.979856239"
"           0","       24500","       62490","       97467","DebtCon","Other","          14","           0","           0","96.972678724","           1","          17","34.975655027"
"           1","       24500","12294.757762","125535.63894","HomeImp","Mgr","0.8657782426","           0","           1","       122.5","           2","          20","           ."
"           0","20289.384098","28844.217545","77226.403267","DebtCon","Office","         0.4","           0","           1","93.166666667","           0","          23","           ."
"           0","       24500","154649.65208"," 247691.7555","HomeImp","ProfExe","           5","           .","           4","473.81398606","           .","          55","31.201174854"
"           0","1679.0734365","           .","       51623","DebtCon","Other","           .","           .","           .","91.862388359","           .","          12","28.879570662"
"           1","3865.0360074","26311.740998","      122917","DebtCon","ProfExe","1.5544959202","           0","           1","108.65014117","           0","          18","26.127436677"
"           0","       24500","20864.847337","      159934","DebtCon","Mgr","0.1990863607","           0","           0","300.62518954","           0","          25","37.786175201"
"           0","       24500","           .","       35543","HomeImp","Other","0.7414029449","           0","           0","83.111988152","           1","          15","29.855633501"
"           0","11500.115355","18682.633276","12705.174464","DebtCon","Mgr","          15","           0","           0","194.84216401","           0","          26","32.770147929"
"           0","6640.8362056","37200.175368","      113245","DebtCon","ProfExe","           9","           0","           1","122.74921636","           0","          19","28.125731087"
"           0","20890.994692","41776.509825","21195.784573","DebtCon","Other","           1","           0","           0","93.261713389","           2","          29","35.290583198"
"           0","3391.4496631","       41300","50163.580208","DebtCon","Office","16.698542423","           0","           0","181.63333333","           2","          22","           ."
"           1","       24600"," 127583.3636","141523.92021","DebtCon","Other","3.9721984598","           1","           0","225.36684849","           0","          20","34.079157691"
"           0","       24600","           .","28420.196715","","","           .","           .","           .","           .","           .","           .","17.263534849"
"           1","13165.977438","32694.675836","27356.631517","DebtCon","ProfExe","0.5599728918","           1","           0","318.54616542","           3","          42","           ."
"           1","       24600","160299.08421","      289991","HomeImp","ProfExe","           5","           .","           4"," 474.0270741","           .","          55","31.463384548"
"           0","       24700","12942.066407","       89663","DebtCon","Mgr","           7","           0","           0","252.62206943","           2","          26","34.741847932"
"           0","       24700","109757.69868","38490.321796","DebtCon","ProfExe","           5","           0","           0","324.13778352","           0","          34","38.709991448"
"           0","22531.376222","52929.809748","9462.8005959","DebtCon","Mgr","          15","           0","           1","170.62943141","           1","          26","32.934291806"
"           0","       24700","       23231","       54024","DebtCon","Other","          24","           0","           0","118.15409152","           0","          11","23.265224918"
"           0","19868.584688","9914.8865336"," 105247.5486","DebtCon","Mgr"," 2.761513648","           1","           0","184.35578292","           5","          17","40.202630102"
"           1","       24700","58946.742667","14419.428989","DebtCon","Other","           0","           1","           0"," 45.62588779","           6","          49","46.996034289"
"           0","8447.1650719","53826.776578","       83056","DebtCon","Mgr","0.1793119331","           0","           0"," 251.1883928","           2","          25","34.889241727"
"           1","       24700","       44306","4596.0825305","DebtCon","Other","0.3852923659","           0","           0","73.715250636","           1","          18","35.441570262"
"           0","6261.0508229","       98900","      115052","DebtCon","Other","20.885186922","           0","           0","239.42607378","           1","          26","41.700530781"
"           1","       24700","65099.314812","      112172","DebtCon","Mgr","3.9552181256","           0","           1","306.87107786","           2","          28","30.120041947"
"           1","13756.456596","           .","22421.409918","DebtCon","Other","           .","           0","           1","305.68234683","           0","          18","38.029738357"
"           1","5602.9333141","           .","15581.406713","DebtCon","Other","           .","           0","           0"," 300.7572856","           0","          19","40.134476763"
"           1"," 24698.58656","139290.58792","126390.79398","HomeImp","ProfExe","           3","           0","           0","195.07035954","           1","          28","38.926156879"
"           0","       24800","79593.977923"," 31059.48309","DebtCon","Mgr","7.3305931796","           2","           0","183.79525849","           5","          18","40.604795833"
"           0","4643.1364532","           .","       45167","DebtCon","Other","           .","           .","           .","84.735617935","           .","          12","28.457018931"
"           1","       24800","16000.013061","44648.934524","DebtCon","Self","1.4554091531","           0","           0","208.52326694","           1","          27"," 32.64426513"
"           1","23292.267871","      132000","30810.331644","DebtCon","Mgr","          19","           0","           0","187.66666667","           4","          35","           ."
"           1","247.47061592","7712.7822649","  35789.9647","DebtCon","Other","          10","           1","           8","242.46666667","           4","          23","           ."
"           1","19877.965011","       82670"," 39603.60286","DebtCon","Mgr","2.1895613196","           0","           0","302.98443202","           2","          28","30.956485836"
"           0"," 6671.254173","       43287","24029.179661","DebtCon","Other","           8","           0","           0"," 87.01103562","           1","          18","  34.0310957"
"           1","21004.437861","8737.5405745","81280.024123","HomeImp","Mgr","1.1940975409","           0","           1","126.64101955","           0","          32","48.569574037"
"           0","       24800","24600.226866","       93212","DebtCon","ProfExe","1.2952077306","           1","           1","120.35142038","           4","          25","34.686088674"
"           0","       24900","27715.215219","10277.049605","DebtCon","Other","           9","           0","           0","120.08355192","           1","          19","42.929509267"
"           0","       24900","       60778","       94374","DebtCon","Other","4.3396365756","           0","           0"," 232.1188078","           1","          20"," 34.92549001"
"           0","14880.029175","787.50890448","       33269","DebtCon","Other","7.9006171189","           3","           0","124.19682654","           1","          18","26.275832415"
"           0","       24900","49193.237671","      169444","DebtCon","Other","3.1129262765","           1","           0","202.44732613","           0","          19","35.349211904"
"           0","       24900","       89530","27739.108424","DebtCon","ProfExe","12.518384223","           1","           0","164.77031037","           1","          25","39.345858588"
"           0","24292.303643","       92168","112101.56813","HomeImp","ProfExe","  1.17311486","           0","           0","159.58344207","           0","          31","34.145871345"
"           0","21571.400685","4.6329534625","       83694","HomeImp","Other","           3","           0","           0","55.937512295","           0","          14","62.110721871"
"           0","3416.3254712","36942.202268","       83000","DebtCon","Other","           9","           1","           1","139.03333333","           3","          30","           ."
"           0","       24900","      139241","9288.8114205","DebtCon","Other","           6","           1","           0","220.68715833","           0","          19","35.591655668"
"           1","       24900","       77000","      115006","DebtCon","Other","7.0684114131","           0","           0","293.23333333","           0","          36","           ."
"           0","19390.880367","           .","43433.964061","DebtCon","Other","           .","           .","           .","94.078377582","           .","          12","25.617845725"
"           0","       25000","51488.018189","      105000","DebtCon","Mgr","          10","           0","           5","       163.3","           2","          46","           ."
"           1","6866.4154535","           .","37476.855855","DebtCon","Other","           .","           0","           0","311.93588947","           0","          19","39.421713903"
"           1","21040.694146","8402.5635352","       93907","DebtCon","Office","0.0504212757","           0","           0","99.993715323","           0","          23","33.490354241"
"           0","  1569.18309","       95651","44685.460639","DebtCon","ProfExe","          21","           1","           0"," 154.5654328","           0","          24","42.695331274"
"           1","       25000","       47032","       75957","DebtCon","Other","3.3897380612","           0","           7","259.46652785","           3","          22","40.787975749"
"           0","3076.2887923","           .","       62619","DebtCon","Other","13.419554177","           0","           0","112.96748332","           0","           8","21.263805377"
"           0","3166.1320143","      109000","      175000","DebtCon","Sales","5.4986753904","           0","           0","298.33333333","           1","          31","           ."
"           0","       25000","16310.833058","54850.262674","DebtCon","Office","4.9748027935","           0","           1","151.13333333","           0","          29","           ."
"           0","       25000","       99348","      200000","DebtCon","Other","9.8284399727","           0","           0","199.83333333","           0","          19","           ."
"           0","13439.097529","88958.120764","3506.6798346","HomeImp","Other","10.377830304","           0","           0","256.66666667","           2","          34","           ."
"           0","5231.5878823","      177000","      226000","DebtCon","ProfExe","         0.4","           0","           0","305.13312531","           1","          33","           ."
"           0","22792.227006","12126.144753"," 21941.44001","HomeImp","ProfExe","          29","           0","           0","       354.1","           1","          19","           ."
"           0","       25000","8567.7729119","       55700","","Office","         2.5","           0","           0","116.63333333","           2","           7","           ."
"           0","13742.409746","7704.4897631","       71000","DebtCon","Other","           .","           2","           2","93.333333333","           2","          26","           ."
"           0","24912.794714","  109035.582","120900.82457","HomeImp","Self","1.1882430134","           0","           0","       176.5","           1","          17","           ."
"           0","       25000","8598.3890876","34536.000089","DebtCon","Other","9.5827871904","           0","           1","133.76666667","           0","          30","           ."
"           1","       25000","      188545","      241279","DebtCon","Other","           9","           0","           0","       102.5","           2","          26","           ."
"           0","       25000","       84000","      120000","DebtCon","Other"," 1.256997178","           0","           0","188.76821306","           2","          25","           ."
"           0","       25000","       94000","31775.720786","DebtCon","Mgr","6.0092197014","           0","           0","         209","           0","          13","           ."
"           0","       25000","       77590"," 24869.16109","DebtCon","Office","2.0181341292","           0","           1","396.73333333","           0","          45","           ."
"           1","10991.659451","64530.723294","      207200","DebtCon","ProfExe","5.7120597808","           0","           0","       239.8","           3","          27","           ."
"           0","       25000","       89000","23001.876716","DebtCon","ProfExe","           0","           1","           0","       193.8","           3","          38","           ."
"           0","       25000","78381.019966","      236200","HomeImp","Other","3.5233391465","           0","           0","133.36666667","           1","          42","           ."
"           0","       25000","      140000"," 139089.8535","DebtCon","ProfExe","        12.6","           0","           1","148.13333333","           0","          37","           ."
"           0","       25000","       22800","22103.442988","DebtCon","Other","31.559322851","           0","           0","281.06666667","           1","          24","           ."
"           0","       25000","           .","22126.780158","DebtCon","Mgr","           9","           1","           0","       168.4","           0","          27","           ."
"           0","       25000","31517.880613","39291.363234","DebtCon","ProfExe","          12","           0","           0","283.06666667","           1","          33","           ."
"           0","       25000","       42632","       71000","DebtCon","Other","          24","           .","           1","284.93333333","           1","          30","           ."
"           1","3208.4369581","       70150","           .","DebtCon","Office","3.2169161137","           2","           .","104.53333333","           0","           7","           ."
"           0","8710.4621384","       71700","94948.666071","DebtCon","Office","           0","           0","           0","       303.4","           1","          24","           ."
"           0","21784.802269","       69300","      111800","DebtCon","Other","           5","           0","           0","95.366666667","           2","          32","           ."
"           0","11237.135663","      127491","      178453","DebtCon","Mgr","0.6508006391","           .","           .","       120.4","           .","          39","           ."
"           0","       25000","23799.515906","81348.329083","DebtCon","Office"," 1.881163815","           0","           0","149.16666667","           0","          21","           ."
"           0","23172.101005","12109.749731","79748.778026","DebtCon","Other","           5","           0","           1","201.83333333","           4","          43","           ."
"           1","18665.521147","       46451","81014.534887","DebtCon","Office"," 3.680568097","           1","           2","95.366666667","           2","          15","           ."
"           1","5982.7788761"," 49957.19341","      112500","DebtCon","Mgr","           3","           2","           0","        87.2","           1","          27","           ."
"           1","19694.295279","           .","           .","DebtCon","Other","17.967533205","           0","           2","       203.2","           0","          23","           ."
"           1","19222.019692","       26743","36057.669436","DebtCon","Other","           2","           0","           0","        90.6","           3","          19","           ."
"           1","849.02534767","      110048","           .","DebtCon","Other","0.4008191188","           0","           1","       126.4","           2","          24","           ."
"           1","5666.1373613","74075.447576","           .","DebtCon","Sales","1.9297083215","           2","           0","119.36666667","           0","           6","           ."
"           1","       25000","110830.74165","148999.55372","DebtCon","Other","           4","           0","           4","       230.1","           2","          44","           ."
"           1","       25000","      160000","118086.02624","DebtCon","Other","0.5951688227","           0","           6","228.06666667","           2","          35","           ."
"           1","5436.5025276","13966.309046","      128325","DebtCon","Mgr","           .","           0","           1","10.133333333","           .","          41","           ."
"           1","21787.599414","75754.394459","      127000","HomeImp","ProfExe","6.0191586781","           1","           2","       296.2","           2","          27","           ."
"           1","       25000","      105750","      141000","HomeImp","Office","          15","           1","           2","305.36666667","           2","          14","           ."
"           1","       25000","           .","25155.448934","DebtCon","ProfExe","         1.8","           4","           0","       198.8","           0","          18","           ."
"           1","       25000","14164.909593","      165000","DebtCon","ProfExe","10.417115602","           0","           3","       239.4","           1","          27","           ."
"           1","       25000"," 2368.289316","      200000","DebtCon","Other"," 9.309113043","           0","           1","       160.3","           1","          32","           ."
"           1","18147.258562","       90000","92026.724918","DebtCon","Other","4.9834903865","           1","           1","73.033333333","           5","          40","           ."
"           0","       25000","           ."," 47152.42379","DebtCon","ProfExe","5.7174637191","           0","           3","41.566666667","           3","           6","           ."
"           1","       25000","      101250","      135000","DebtCon","Self","           3","           0","           0","       301.3","           4","          46","           ."
"           0","       25000","      175225","181963.27991","DebtCon","ProfExe","5.3612411946","           1","           2","148.13333333","           4","          53","           ."
"           1","19172.173596","       86000","           .","DebtCon","Other","3.6245069949","           1","           0","144.03333333","           2","          40","           ."
"           1","       25000","       59000","481.24784999","DebtCon","Sales","6.6151328835","           4","           2","125.83333333","           7","          23","           ."
"           1","19215.226241","97590.097968","      167500","HomeImp","ProfExe","          14","           2","           4","198.86666667","           2","          28","           ."
"           1","22713.303495","66851.661529","           .","DebtCon","Other"," 1.003050555","           .","           1","134.76666667","           3","          33","           ."
"           1","21331.889157","75558.493158","22925.245991","DebtCon","Other","           .","           .","           3","       106.8","           1","          27","           ."
"           1","20912.319257","       59841","48343.902236","","Self","          20","           0","           0","101.46666667","           0","           4","           ."
"           1","       25000","108976.26967","84671.074815","DebtCon","ProfExe","2.3232483595","           0","           0","196.83333333","           1","          29","           ."
"           1","       25000","30263.842688","37623.879508","DebtCon","Office","           1","           1","           6","262.33333333","           3","          30","           ."
"           0","7003.5699322","      104000","109068.35077","DebtCon","Other","         0.7","           0","          11","       194.8","           1","          14","           ."
"           1","       25000","       86000"," 64696.77293","DebtCon","Mgr","           6","           2","           1","105.53333333","           8","          16","           ."
"           1","1396.2896664","       11300","124633.48475","DebtCon","Other","4.9510899423","           1","           5","119.66666667","           1","          21","           ."
"           1","10730.228077","       39000","       72500","DebtCon","Other","           3","           0","           1","114.66666667","           3","          22","           ."
"           1","23300.491121","      112000","      157000","DebtCon","Office","         5.5","           0","           0","        63.9","           3","           9","           ."
"           1","8891.9219952","      103700","66407.028319","DebtCon","Other","           4","           0","           0","           .","           0","           0","           ."
"           1","       25000","       75110","28512.343928","DebtCon","Mgr","           3","           2","           0","83.052647472","           1","          27","45.743949059"
"           0","2083.5908489","           ."," 39520.76028","DebtCon","Other","           .","           .","           .","107.14476083","           .","          12","27.779905337"
"           1","       25000","      135501","101156.95162","DebtCon","Mgr","           0","           .","           .","119.53052541","           .","          39"," 30.65881623"
"           0","       25000","           .","19401.123852","DebtCon","Other","1.9757348774","           1","           .","88.933333333","           .","          14","           ."
"           0","       25000","49508.864237","83854.586788","DebtCon","ProfExe","0.4260790359","           0","           0","129.54959324","           0","          19","29.427733682"
"           0","       25000","7891.1113029","      104294","DebtCon","Mgr","0.5827051595","           .","           .","232.05112346","           4","          24","40.645479766"
"           0","21496.756292","14932.226469","       84365","HomeImp","Other","12.499372867","           0","           0","248.85150089","           0","           7","26.027040254"
"           0","6239.2789537","       85337","84096.587125","HomeImp","","           6","           .","           .","           .","           .","           .","27.950475129"
