"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"           1","       22400","       51470","       68139","DebtCon","Mgr","           9","           0","           0"," 31.16869601","           2","           8","37.952179906"
"           0","       22400","       62354","       88287","DebtCon","Office","           3","           .","           .","163.05640935","           .","          16","37.171395539"
"           0","       22400","       69774","      107601","DebtCon","Mgr","           2","           .","           .","248.39323688","           5","          23","40.962995121"
"           1","       22400","       15765","       40456","HomeImp","Other","           0","           1","           3","117.66666667","           0","          12","           ."
"           0","16240.351121","45723.971233","109960.10903","HomeImp","Mgr","7.1230639667","           0","           0","140.69550244","           1","          24"," 31.86981041"
"           1","       22400","       25585","       54049","","ProfExe","10.804067995","           0","           0","251.35800302","           0","          19","25.202706374"
"           0","3703.1227353","83413.252846","  31316.5316","DebtCon","ProfExe","           2","           1","           0","132.21662181","           0","          20","35.682471229"
"           1","       22400","           .","      139654","DebtCon","Office","2.6324519481","           .","           .","           .","           .","           .","35.236265235"
"           1","       22400","66148.498226","      157214","DebtCon","Mgr","          15","           0","           0","186.62809656","           0","          25","33.430637604"
"           0","       22400","       79022","      105086","DebtCon","Other","           .","           0","           0","179.45891702","           2","          25","38.306398215"
"           0","6775.2017589","       16630","       56824","DebtCon","Other","          25","           0","           1"," 199.7384646","           0","          24","27.027787429"
"           0","       22400","       32665","17664.845858","DebtCon","Other","7.7938564214","           0","           0","101.75835507","           1","          25","31.470031281"
"           0","       22400","60.986330583","       65704","DebtCon","Office","           6","           0","           0","174.55789705","           2","          27","36.219767833"
"           0","569.57879093","       83990","40252.947005","DebtCon","Other","           .","           0","           0","175.40893633","           1","          25","39.972731755"
"           0","6391.3408682","       37726","42416.464519","DebtCon","Other","           .","           0","           0","219.48929847","           0","          12","41.149041231"
"           0","       22400","17169.520156","      125950","DebtCon","Other","           9","           0","           0","289.51969874","           1","          16","35.513658504"
"           0","       22400","       71784","      101695","DebtCon","Other","           .","           2","           1","239.90330404","           2","          14","42.816367563"
"           0","14176.284019","11641.077832","       38311","DebtCon","Other","           1","           0","           0","37.235000479","           2","           3","29.476003401"
"           0","       22500","17653.906753","68677.146688","HomeImp","Other","          24","           0","           0","256.28691889","           1","           6","26.853259022"
"           0","       22500","      127709","      167975","DebtCon","Office","           1","           .","           0","367.18951506","           .","          51","37.888049808"
"           0","       22500","           .","      143254","","","           .","           .","           .","           .","           .","           .","           ."
"           0","       22500","       62137","26698.614805","DebtCon","Office","2.7274390621","           .","           .","187.16614886","           .","          16","37.460417567"
"           0","       22500","       52000","       87250","DebtCon","Other","6.0665386413","           0","           0","232.33333333","           1","          20","           ."
"           0","21162.729322","           .","       42800","DebtCon","Other","           .","           .","           .","        89.3","           .","          13","           ."
"           1","7946.4086764","27671.151245","8628.6785876","DebtCon","Self","          13","           0","           0","145.06666667","           6","          29","           ."
"           0","       22500","35301.458364","71101.828182","DebtCon","Office","           3","           0","           0","151.71506582","           1","          21","34.863596079"
"           0","14424.720767","       48405","       86989","DebtCon","Other","          14","           0","           0","94.928088498","           1","           9"," 4.029951372"
"           0","16450.007824","       76493","      105545","DebtCon","Other","           .","           1","           1","235.54177624","           2","          13","43.061669134"
"           0","22252.638931","       96170"," 114719.2015","HomeImp","Mgr","          10","           0","           0","   118.15195","           1","          24","33.200548022"
"           0","       22500","8767.6767181","       76895","DebtCon","ProfExe","5.6648491126","           0","           0","270.26019668","           0","          18","39.954572785"
"           0","       22500","23859.518757","       88157","DebtCon","Other","           2","           0","           0"," 111.4005357","           1","          30","33.519228144"
"           0","       22500","       87361","      140632","DebtCon","ProfExe","10.557247398","           0","           0","146.29617189","           0","          25","39.876769931"
"           0","       22500","       75010","11659.042879","DebtCon","Mgr","           9","           0","           1","294.29716609","           1","          28","30.611051161"
"           0","19734.144315","           .","       24811","DebtCon","ProfExe","           7","           0","           0","97.536619949","           1","          19","19.472272471"
"           0","18875.830484","33015.741281","      180804","","Mgr","          26","           .","           4","329.40723708","           1","          27","33.031415536"
"           0","22132.903758","      133264","      172882","DebtCon","ProfExe","           6","           1","           0","190.24756023","           0","          37","19.973955025"
"           0","8566.6193336","       59050","       99152","DebtCon","ProfExe","           0","           0","           0","195.08386181","           0","          26","33.404212205"
"           0","       22600","36911.247967","88037.797085","DebtCon","Other","          24","           0","           0","251.58240353","           1","          26","42.077988376"
"           0","       22600","       96485","22041.918679","HomeImp","Mgr","           9","           0","           0","112.84033563","           2","          24","31.865916827"
"           0","12664.479276","65221.046627","      179173","DebtCon","ProfExe"," 1.414536094","           .","           ."," 200.8339688","           4","          42"," 41.00966476"
"           0","       22600","       72522","       91587","DebtCon","Other","           2","           0","           0","99.000467962","           2","          30","35.262113587"
"           0","       22600","       63363","26984.749836","DebtCon","Office","           3","           .","           .","174.32656084","           .","          15","38.742481605"
"           1","10735.589053","           .","      144841","","","           .","           .","           .","           .","           .","           .","16.382390686"
"           0","       22600","           .","11518.294525","DebtCon","Other","           .","           0","           1","316.09687448","           0","          18","38.135866892"
"           0","       22600","112.30935068","75703.510919","HomeImp","Self","1.2420290323","           1","           0","244.53333333","           3","          51","           ."
"           1","       22600","       69675","       92300","DebtCon","Other","          16","           0","           6","240.43333333","           0","          30","           ."
"           1","       22600","      155056","      187000","DebtCon","Mgr","         0.1","           0","           0","       253.6","           0","          27","           ."
"           1","       22600","45782.407083","      103374","DebtCon","Mgr","0.4560119121","           0","           0","259.31975498","           1","          14","27.744055511"
"           0","       22600","8110.2853112","46810.249694","DebtCon","Mgr","5.6200477982","           1","           0","195.45882578","           4","          18","40.206106424"
"           1","9767.5880273","       31933","       47669","HomeImp","Self","2.8729733391","           0","           .","133.44747901","           .","          11","24.201086188"
"           0","       22600","           .","15923.774232","DebtCon","Other","           .","           .","           .","84.231761118","           .","          12","28.453876923"
"           0","       22600","25246.581548","       70383","DebtCon","Office"," 4.206992895","           0","           0","178.78664033","           1","          26","36.098694125"
"           0","       22600","           ."," 2837.049602","DebtCon","Other","           .","           0","           1","298.81954171","           0","          18","38.195026538"
"           0","       22600","146662.53545","      264462","HomeImp","Self","2.1859293255","           0","           0","244.17973039","           2","          50","36.700870555"
"           0","       22600","16251.049542","       85424","DebtCon","ProfExe","0.4486209952","           0","           0"," 277.8486564","           0","          18","38.005683199"
"           1","       22600","           ."," 2793.692754","DebtCon","Other","           .","           0","           0","299.95579613","           0","          18","39.095195695"
"           0","10323.827515","       61503","80273.488128","HomeImp","ProfExe","          17","           0","           0","622.35576774","           1","          24","21.686668612"
"           0","       22600","111915.21925","82337.172356","","Mgr","          26","           .","           5","339.67701817","           1","          28","33.057559856"
"           0","       22700","       73280","       92961","DebtCon","ProfExe","3.2350958489","           0","           1","109.57029237","           3","          26","34.614422556"
"           0","10734.908035","       91303","       98362","HomeImp","","4.2662304813","           .","           .","           .","           .","           .","30.681015154"
"           0","       22700","           .","      132297","HomeImp","Other","           1","           0","           0","309.44594908","           3","          20","29.371002276"
"           0","       22700","       75354","      106186","DebtCon","Other","           .","           0","           0","175.33937624","           1","          24","38.256593617"
"           0","18858.366251","30003.142911","       54701","HomeImp","Self","           3","           0","           .","134.10826197","           .","          11"," 24.52482499"
"           0","3546.2105182","       77356","      106233","HomeImp","Mgr","10.557895325","           0","           0","161.64634096","           0","          27","35.420928075"
"           0","       22700","       93542","50784.895068","HomeImp","","           6","           .","           .","           .","           .","           .","30.080343444"
"           0","14844.075018","       93413","54125.407638","DebtCon","ProfExe","           .","           0","           0","219.57065379","           1","          21","27.284560734"
"           1","12933.573873","24781.810911","58033.824362","HomeImp","Other","          24","           0","           0"," 255.0887578","           0","           7","26.867617382"
"           0","22578.680488","      128020","      164199","DebtCon","ProfExe","4.8078709118","           0","           0","175.88480789","           0","          37","21.232357898"
"           1","       22700","       94601","       99755","DebtCon","Other","           3","           0","           0","129.56430076","           0","          16","37.969304541"
"           0","       22700","38992.492265","       71169","DebtCon","Other","3.2354896913","           0","           0","57.880815934","           2","          19","35.552088146"
"           0","12055.927211","      155284","      197634","DebtCon","ProfExe","          15","           .","           ."," 103.7859943","           0","          24","29.540322043"
"           0","       22700","21407.108228","96348.851585","HomeImp","ProfExe","10.755568381","           0","           0"," 190.9727785","           0","          23","34.080016231"
"           0","2.1265860191","           .","       57156","DebtCon","Other","           .","           0","           0","289.54567264","           0","          19","40.162944538"
"           0","2121.1609984","46818.195393","      101288","DebtCon","Other","15.907593023","           0","           0","188.07772245","           0","          12","40.351902286"
"           1","380.69716915","       96495","89701.117186","HomeImp","Mgr","           8","           0","           0"," 120.9792917","           2","          24","29.809835155"
"           0","5640.5061586","       74979","84281.428995","DebtCon","Mgr","1.7700662984","           0","           1","289.82236965","           1","          28","31.479906883"
"           0","21127.019227","       76733","50916.732821","DebtCon","Mgr","  0.45644611","           .","           .","225.32750789","           5","          23","40.691953683"
"           0","17646.732692","       49361","72733.772957","DebtCon","Mgr","           4","           0","           0","264.93706618","           2","          25","32.010244608"
"           0","14186.962649","      127010","      171758","","Mgr","          25","           .","           5","335.61565087","           0","          27","32.365041562"
"           0","       22800","23725.482097","       84407","DebtCon","ProfExe","          11","           0","           0","276.12197299","           0","          19","38.968366525"
"           0","7237.2355487","           .","      147730","","","           .","           .","           .","           .","           .","           .","16.179249586"
"           0","       22800","           .","       97634","HomeImp","Other","6.2195869043","           0","           0","177.56974031","           1","          16","40.772248428"
"           0","       22800","           .","       74988","DebtCon","Sales"," 0.300804861","           0","           0","393.51047241","           0","          23","24.050207993"
"           0","4401.4756918","           .","      146840","","","           .","           .","           .","           .","           .","           .","14.800087156"
"           1","18831.210725","      132706","79216.355453","DebtCon","ProfExe","           8","           0","           0","147.41494905","           0","          37","19.518531863"
"           0","       22800","       52760","15719.451098","","","           .","           .","           .","           .","           .","           .","38.024677319"
"           0","       22800","           ."," 54185.04421","DebtCon","Other","           .","           0","           0","310.48293878","           0","          18","38.505705059"
"           1","       22800","37545.143086","       96063","DebtCon","Mgr","           8","           0","           0","201.06828707","           2","          18","31.541822123"
"           0","13336.630509","       52644","       96376","DebtCon","Other","           7","           0","           0","238.38014523","           0","          19"," 34.94670077"
"           0","       22800","60599.023649","44651.875486","HomeImp","ProfExe","          19","           0","           0","628.98194793","           0","          24","20.200302232"
"           1","8978.8036496","15032.441877","160440.58927","DebtCon","ProfExe","2.2933168487","           0","           1","202.60380291","           1","          18","22.043933842"
"           1","       22900","           .","      148018","","","           .","           .","           .","           .","           .","           .","15.938057792"
"           0","       22900","165947.78607","130689.06507","DebtCon","ProfExe","1.6247142263","           0","           0","301.13845241","           0","          27","36.788469564"
"           0","18681.550453","       64803","       92258","DebtCon","Other","0.1106960387","           1","           0","84.925881368","           2","          29"," 33.68409323"
"           0","       22900","       90702","      115355","DebtCon","Mgr","8.6941793043","           .","           0","   308.85054","           1","          42","38.793334326"
"           1","       22900","  48254.9879"," 18113.64082","HomeImp","Mgr"," 7.476828852","           0","           0","149.98961042","           0","          27"," 33.76898573"
"           1","       22900","24489.581196","       59993","DebtCon","Other","           0","           0","           0","111.23759721","           0","          17","20.929729402"
"           0","1076.5943229","       18059","       57109","DebtCon","Other","          26","           0","           1","213.03628478","           0","          24","25.547010323"
"           0","       22900","       95321","      123082","DebtCon","Self"," 1.870654832","           0","           0","205.44151908","           2","          26"," 34.05349114"
"           0","       22900","           .","       81255","DebtCon","Sales","           3","           0","           0","405.86784833","           0","          22","23.542129915"
"           0","2736.3623645","       64350","71276.574118","DebtCon","Office","1.3059236711","           .","           .","181.82604634","           .","          16","39.391352107"
"           0","       22900","       59702","       97591","HomeImp","ProfExe","10.316433032","           0","           0","627.66207954","           0","          24","22.118852085"
"           0","       22900","      136032","      180899","DebtCon","ProfExe","          21","           0","           0","240.34747113","           0","          24","41.596747473"
"           0","       22900","52472.906433","       96306","DebtCon","Other","           5","           0","           0","  228.898609","           1","          20","36.134959463"
"           1"," 10595.73334","       67312","54635.605574","HomeImp","Mgr","         3.9","           0","           2","122.76666667","           0","          32","           ."
"           0","20604.448984","57058.764441","       88066","DebtCon","Other","           3","           0","           0","93.552927533","           1","          29","32.011079376"
"           0","       22900","      107241","104960.69938","DebtCon","Mgr","1.5812740631","           1","           0"," 201.7857441","           5","          18","41.140752079"
"           1","16315.576543","      161754","113945.11163","DebtCon","Mgr","           2","           0","           0","260.25108099","           0","          27","30.278929391"
"           0","2658.6115325","11182.235453","       52804","DebtCon","Other","0.7098037622","           0","           0","109.36568457","           1","          25","30.587728164"
"           0","22871.318979","25926.240052","28505.035368","HomeImp","Other","22.147203049","           0","           0","267.13260885","           0","           7","24.380389513"
"           0","       22900","      131767","38085.380175","","Mgr","          24","           .","           4","329.64779497","           1","          28","32.361627061"
"           0","       22900","       41130","       81069","DebtCon","ProfExe","5.9617382577","           0","           0","276.08761885","           0","          19","38.501406575"
"           0","       22900","       88244","40229.662248","HomeImp","","           8","           .","           .","           .","           .","           .","31.072693603"
"           1","19575.424055","       50876","61359.243624","DebtCon","Other","           5","           0","           0","72.004509982","           1","          19","34.957029896"
"           0","       23000","90871.920477","22251.223142","DebtCon","Mgr","          16","           0","           0","170.22315657","           0","          26","35.059327002"
"           0","1406.4793565","           .","25341.238904","DebtCon","Other","           .","           0","           1","314.27371253","           0","          19"," 37.74372511"
"           0","       23000","31712.053602","      102176","HomeImp","ProfExe","          18","           0","           0","629.09576631","           0","          23","22.825607116"
"           0","       23000","           .","79382.213243","","","           .","           .","           .","           .","           .","           .","17.125660427"
"           0","       23000","       91732","      140728","DebtCon","ProfExe","           .","           0","           0","203.90667763","           0","          21","27.692237423"
"           0"," 22882.55302","       62893","       90989","DebtCon","Office","           4","           .","           .","179.84686269","           .","          16","38.630946734"
"           0","       23000","8800.8635952","20712.316575","DebtCon","Mgr","           8","           0","           1","301.23291075","           2","          28","30.346706109"
"           0","       23000","       68275","58488.033262","DebtCon","ProfExe","           8","           1","           0","140.71441489","           4","          25","33.694943696"
"           1","       23000","       58577","       69327","","Other","           4","           0","           2"," 110.4144797","           2","          33","133.52827043"
"           1","12598.659637","           .","       46846","DebtCon","Other","           .","           .","           .","77.553203053","           .","          13","25.614294668"
"           0","       23000","30705.687827","77718.282175","DebtCon","Mgr","           0","           .","           .","230.07506449","           4","          23","43.519093321"
"           0","       23000","       76213","116658.14302","","Other","7.6084391268","           0","           0","379.34995485","           0","          16","32.040366079"
"           0","21158.362835","36919.331308","22180.049666","DebtCon","Other","          26","           0","           0","302.84988395","           2","          32","33.870695551"
"           1","       23000"," 66333.25961","22564.301039","DebtCon","ProfExe","           2","           0","           0","177.61164796","           2","          22","48.277591224"
"           1","       23000","101446.63554","      216500","HomeImp","Self","3.3904769704","           .","           .","           .","           .","           .","           ."
"           0","13255.604242","      131200","      163390","DebtCon","Other","           7","           1","           0","215.06666667","           1","          20","           ."
"           0","20124.300054","9777.7571826","241613.08598","HomeImp","ProfExe","3.1234139046","           .","           5","468.86666667","           .","          56","           ."
"           1"," 15634.96241","41366.397064","9725.0324491","DebtCon","Other","          10","           0","           0","       119.7","           1","          20","           ."
"           1","2131.4710635","       56000","2376.0863926","DebtCon","Other","           8","           1","           4","69.133333333","           2","          27","           ."
"           1","       23000","32057.467691","67545.767301","DebtCon","Other","        17.8","           2","           1","100.46666667","           0","          28","           ."
"           1"," 21181.39725","       32000","       55000","DebtCon","Other","         0.4","           0","           0","211.03333333","           0","          23","           ."
"           0","6439.3099395","41706.753912","       64720","DebtCon","Office","           4","           0","           0"," 160.6060458","           1","          26","33.629923296"
"           0","       23000","13745.995927","       52054","HomeImp","Self","           6","           0","           .","123.06721674","           .","          10"," 24.02181712"
"           0","       23000","           .","29211.916062","DebtCon","Other","           .","           .","           .","96.756969054","           .","          13","27.441242408"
"           0","       23000"," 28620.63601","      101750","HomeImp","Other","           5","           0","           0","214.38925238","           0","          13","29.045964061"
"           0","       23100","       95352","52825.021192","DebtCon","Other","          24","           0","           0","253.32937133","           0","          26","39.816800565"
"           0","22156.221268","23660.219776","      101492","DebtCon","Mgr","           1","           .","           .","230.36161621","           5","          24","39.872708847"
"           1","19419.052995","       61524"," 29138.25989","DebtCon","Office","           1","           0","           0","160.38316815","           1","          21","35.112241195"
"           0","22299.303209","      141937","      179756","HomeImp","Mgr","2.6186306545","           0","           0","328.39849318","           0","          16","43.910045849"
"           0","       23100","31540.023113","      183443","","Other","           9","           0","           0","377.29103995","           0","          17","31.435316117"
"           0","2615.0829238","       93805","      135780","HomeImp","ProfExe","1.0004144819","           0","           0","155.02538165","           0","          31","34.644921651"
"           0","       23100","       83458","      107589","DebtCon","Mgr","          24","           .","           0","314.06637396","           1","          43","38.043726208"
"           0","372.55459208","      133867","60046.781664","","Mgr","11.972117162","           .","           3","332.40983989","           0","          28","30.768637688"
"           0","       23100","       42862","       63916","DebtCon","Office","0.5666813816","           0","           0","182.93211997","           1","          26","35.583789235"
"           0","5673.6675394","       72712","      185787","","Other","          10","           0","           0","362.18170443","           1","          16"," 31.86715522"
"           0","       23100","      109498","      156191","DebtCon","Mgr","10.577822312","           0","           0","186.20199627","           0","          25","33.794211606"
"           0","5786.4014428","38437.012279","98210.897911","DebtCon","Office","           2","           0","           0","156.67537504","           0","          21","34.000236065"
"           1","15532.039458","      235937","95154.688981","HomeImp","Self","0.2432274028","           1","           0","242.61486138","           2","          51"," 36.88704865"
"           0","       23200","      184526","      237546","DebtCon","ProfExe","           2","           0","           0"," 291.6334148","           0","          26","39.483913745"
"           0","15707.256845","       62811","       99320","DebtCon","Office","           3","           0","           0","166.86109892","           1","          21","36.071271567"
"           0","       23200","       96345"," 83143.68407","DebtCon","ProfExe","           .","           0","           0","217.48054226","           0","          20","26.799930011"
"           0","       23200","      112948","      159050","DebtCon","Mgr","          16","           0","           0","189.83900867","           0","          25"," 33.49396616"
"           0","       23200","      129355","      171709","DebtCon","ProfExe","           0","           0","           0","328.51412138","           0","          30","40.048440044"
"           0","       23200","       96043","52129.026769","DebtCon","ProfExe","          21","           0","           0","162.64043049","           0","          24","39.205100427"
"           1","       23200","7533.9078517","       81579","DebtCon","Other","           7","           0","           3","  272.938299","           0","          23","47.120580493"
"           0","       23200","15706.023876","57092.782895","DebtCon","ProfExe","           6","           0","           0","274.00207957","           0","          19","40.109442513"
"           0","       23200","      131804","95059.069064","DebtCon","ProfExe","           6","           0","           0","197.76872804","           0","          37","19.778851787"
"           0","11766.975625","68992.334838","21006.627006","DebtCon","ProfExe","           5","           .","           .","  179.239077","           5","          42","40.823160429"
"           0","13828.094233","2408.3052355","77636.162505","DebtCon","Other","           .","           0","           0","174.23998064","           2","          25","37.912872473"
"           0","       23300","47146.267838","      135013","DebtCon","Mgr","           9","           1","           0","188.93983988","           5","          18","40.670817077"
"           0","       23300","11083.382733"," 10703.77533","DebtCon","Mgr","           7","           0","           0","288.37273939","           1","          28","33.271413361"
"           0","       23300","19097.919269","80599.974902","DebtCon","Other","           2","           0","           0","89.794149202","           1","          30","33.986098814"
"           0","       23300","      143821","      177028","HomeImp","Mgr","           8","           0","           0","320.92343613","           0","          16","44.752958859"
"           1"," 4864.688284","       36000","           .","DebtCon","Other","5.2567737723","           4","           0","113.56666667","           2","          20","           ."
"           1","       23300","       84083","63785.592056","DebtCon","Self","           2","           0","           1","153.23333333","           6","          23","           ."
"           0","5274.7460831","       61496","      102823","HomeImp","ProfExe","0.7359198671","           0","           0","649.74710438","           1","          24","20.872560266"
"           1","7224.7405795","       71734","47692.336105","DebtCon","ProfExe","           6","           0","           7","122.79944314","           0","          21","34.530438587"
"           0","       23300","16950.319897","       50177","DebtCon","Other","          16","           0","           0","136.40160303","           1","          24","28.052921095"
"           1","18931.006526","      103783","7307.4911148","DebtCon","Sales","           1","           0","           .","120.34796658","           0","          19","203.31214869"
"           0","14749.970207","       91957","      135827","DebtCon","ProfExe","           .","           0","           1","203.07168751","           0","          20","27.833356125"
"           0","14341.140444","       88825","76138.471705","HomeImp","","4.2067520005","           .","           .","           .","           .","           .","28.013238842"
"           0","       23300","       89847","133321.37293","DebtCon","ProfExe","           .","           0","           0","210.01611964","           0","          21","29.779942256"
"           0","       23400","       64332"," 29861.63618","HomeImp","Office","8.5710436066","           0","           0","128.23922251","           0","          13","35.157645613"
"           0","11090.556928","       81379","95892.531433","DebtCon","Other","           .","           0","           0","186.89092458","           1","          24","37.889768706"
"           0","3962.6992365","       91165","14171.284171","HomeImp","","1.9919379065","           .","           .","           .","           .","           .","28.978621413"
"           0","6511.8502613","30227.705215","39960.969439","DebtCon","Other","           2","           0","           0","105.99926564","           1","          29","  31.8406351"
"           0","6591.2134993","85736.087073","15324.225612","HomeImp","","           6","           .","           .","           .","           .","           .","29.371651522"
"           0","       23400","       48549","63115.757459","DebtCon","Office","           6","           0","           0","172.81072664","           1","          27","34.456762198"
"           0","       23400","      125750","      165732","DebtCon","ProfExe","           6","           0","           0","195.08453906","           0","          38","20.733031637"
"           0","       23400","78830.087031","      120172","DebtCon","Self","           2","           0","           0","200.57575228","           1","          26","36.398728722"
"           0","       23400"," 20790.40047","       61149","DebtCon","Other","           .","           0","           0","204.64278621","           0","          13","41.115158943"
"           0","       23400","12653.786437","      119604","DebtCon","Self","0.5336155568","           0","           0","221.68138332","           1","          26","34.556201402"
"           1","       23400","       90924","      116819","DebtCon","Other","11.588038752","           0","           0","245.89786162","           1","          27","40.857427037"
"           0","       23400","       45766","       66192","DebtCon","Other","          26","           0","           0","284.78157228","           2","          32","35.936794804"
"           0","22777.045726","       95289","55689.757748","HomeImp","Mgr","           9","           0","           0","118.61613434","           1","          23","30.447274539"
"           0","       23500","           .","       90205","HomeImp","Other","5.9074300993","           0","           0","169.01497354","           0","          16","38.698735922"
"           0","       23500","       90246","      119320","DebtCon","Other","          22","           0","           0","239.25964489","           1","          26","41.336696482"
"           1","15689.014449"," 40269.51669"," 51531.04906","DebtCon","Other","2.1854919429","           0","           0","           .","           0","           0","33.568766269"
"           0","13992.850486","       18989","       51607","DebtCon","Other","          26","           0","           1","206.76549496","           0","          24","27.551408817"
"           0","       23500","       44952","       70191","DebtCon","Office","           6","           0","           0","164.96393992","           1","          26","35.788157705"
"           0","       23500","26194.606888","       93394","DebtCon","Mgr","           6","           0","           0"," 191.1124423","           2","          18"," 32.13282224"
"           0","17574.284018","      133197","      168990","DebtCon","Other","           8","           1","           0","214.28459938","           0","          19","36.642629039"
"           0","       23500","       48286","20212.320103","DebtCon","Mgr","1.5250144245","           0","           0","248.86009427","           2","          25","32.467300894"
"           1","       23500","13171.770831","       87000","DebtCon","Other","         3.5","           0","           1","       223.2","           0","          17","           ."
"           1","       23500","           .","54363.771198","DebtCon","Office","6.1575435643","           .","           .","           .","           .","           .","35.733567331"
"           0","9505.0511095","           .","47462.891309","HomeImp","Other","           0","           0","           0","318.84712976","           3","          21","31.084155792"
"           0","14663.473938","96756.593252","      179434","DebtCon","ProfExe","           6","           .","           .","195.17814464","           4","          43"," 39.94505447"
"           0","23262.638771","       75708","51944.279099","DebtCon","Mgr","           2","           .","           .","231.43431589","           5","          23","42.179786422"
"           0","22891.676447","           ."," 49087.43055","DebtCon","Other","          26","           0","           0","       127.8","           0","           9","           ."
"           0","       23500","       90129","      141785","DebtCon","ProfExe","16.774858845","           1","           0","158.99682446","           0","          25","40.331950332"
"           0","12376.140557","       37858","       60890","DebtCon","Other","0.0176900355","           0","           0","110.05727377","           0","          17","19.268439553"
"           0","4149.3393705","       65587","       87101","DebtCon","Other","           3","           0","           0","83.238000041","           2","          30","32.031678369"
"           0","       23500","26850.149197","      111921","DebtCon","ProfExe","          15","           0","           3","282.97601589","           0","          36","27.148205463"
"           1","       23500","128100.08257","217881.50162","HomeImp","Mgr","           4","           0","           0","213.39299486","           0","          14","31.236113807"
"           0","       23500","38487.301748","       97194","DebtCon","ProfExe","           1","           1","           0","116.81864817","           0","          20","35.866116431"
"           0","271.24801687","           .","15152.383199","DebtCon","Other","          24","           0","           1","122.14755148","           1","           8"," 20.17202126"
"           0","       23500","       55731","       89079","DebtCon","Mgr","           4","           0","           0","273.67437989","           1","          25","33.509409038"
"           0","       23500","42959.976576","      233603","DebtCon","ProfExe","2.8542225532","           0","           0","285.33129265","           0","          27","39.916482966"
"           0","12545.113147","      147696","60451.253618","","ProfExe","           4","           0","           0","103.67278586","           2","          34","30.361711413"
"           0","       23500","       86144","44857.888039","DebtCon","Other","          13","           0","           0","110.05419832","           3","          15","41.841690898"
"           0","       23500","       62441"," 3156.430861","DebtCon","Office","           1","           0","           0","152.83275416","           0","          21","34.531259989"
"           1","       23500","           ."," 36443.52477","HomeImp","Other","           .","           0","           1"," 143.4146448","           0","          10","35.060319852"
"           0","7311.9572802","       70769","164149.02795","","Other","          11","           0","           0","367.09848754","           1","          17","33.789192331"
"           0","495.90460346","       30758","24883.538472","DebtCon","Other","2.6555434487","           0","           0","104.39569049","           2","          24","31.120398625"
"           0","       23600","       87875","35257.116268","DebtCon","Other","2.7360208112","           0","           0","112.91251455","           2","          15","38.505897277"
"           0","       23600","      136607","109059.82547","DebtCon","Other","           6","           0","           0","226.04029456","           0","          20","36.976930394"
"           0","14483.458852","           .","       68208","DebtCon","Other","          26","           0","           0","119.58590128","           0","           8","20.818255542"
"           0","       23600","       50424","68437.778884","DebtCon","Other","          24","           0","           0","312.73847118","           4","          31","35.771675924"
"           0","       23600"," 12372.96062","      189234","","Other","          11","           0","           0"," 357.8050619","           0","          17","30.564280336"
"           0","18120.252678","       36438","       80176","DebtCon","ProfExe","0.4989898673","           0","           0","289.70153888","           0","          19","39.929954554"
"           0","       23600","32530.826475","4315.0326589","DebtCon","ProfExe","1.6607781852","           0","           3","276.18236267","           0","          35","29.283032502"
"           0","10658.571956","       94908","2984.0973126","DebtCon","ProfExe","           1","           1","           0","125.70170443","           0","          19","33.224319129"
"           0","       23600","      141000","105659.62829","DebtCon","Other","           2","           0","           0","192.76666667","           0","          35","           ."
"           0","20557.802135","41258.296937","      114266","DebtCon","Other","           .","           0","           0","186.15634723","           2","          25","37.943868201"
"           0","       23600","33411.770907","      125277","HomeImp","Mgr","          11","           0","           0","127.35992199","           1","          23","30.985538961"
"           1","       23600","115997.24118","      169638","DebtCon","ProfExe","           6","           0","           0","176.74916309","           0","          38","17.620920214"
"           0","13993.897922","67238.752724","      106431","DebtCon","Other","           .","           0","           0","169.80527106","           0","          24","39.488844436"
"           0","       23600"," 122712.1594","      182591","DebtCon","ProfExe","8.7065710247","           0","           0","224.94134673","           0","          24","41.871755799"
"           0","       23600","       56023","       83659","DebtCon","Mgr","           5","           0","           0","267.75553453","           2","          25","32.200781329"
"           0","       23700","28207.748658","      100929","DebtCon","Other","4.5261151784","           0","           0","180.73115396","           1","          13","41.526026449"
"           0","       23700","           .","       78878","DebtCon","Sales","           4","           0","           0","408.18764616","           0","          23","24.200935826"
"           0","1207.7022528","       57553","      101656","HomeImp","ProfExe","   6.5824672","           0","           0","648.32849259","           0","          23"," 22.84647896"
"           1","       23700","       43712","       75191","DebtCon","Office","           6","           0","           0","50.717534833","           2","          18"," 37.10325125"
"           0","       23700","           .","       78812","DebtCon","Sales","           4","           0","           0","412.02054674","           0","          24","25.637263088"
"           0","       23700","18566.487919","      186585","DebtCon","ProfExe","          20","           0","           0","225.89772555","           0","          24","42.766829612"
"           0","       23700","      144373","121171.55821","DebtCon","ProfExe","           5","           .","           .","175.81537537","           5","          43","40.315790028"
"           0"," 21441.15317","           .","       46665","DebtCon","Other","           .","           .","           .","85.128353796","           .","          12","24.991359419"
"           0","6565.4656897","       46910","       75136","DebtCon","Other","8.7195640564","           0","           0","119.23120438","           1","          19","43.829588004"
"           0","       23700","       93734","       98099","HomeImp","","           8","           .","           .","           .","           .","           .","30.020087994"
